HISTOGRAM: ../bin/data/BrionUH_salida.xyz.csv
N_puntos: 48024480
N_nodos: 281365
N_nodos_hoja: 211017
MinRadius: 0.1 m
Area_minima: 0.04 m^2

OBSERVADO: 
N_medio_pts/nodo: 227
__min: 0
__max: 512
Densidad_media: 5689.65
__min: 0
__max: 12800

ESTIMADO: 
N_medio_pts/nodo: 4.88443
Densidad_media: 122.111

x_i n_i x_i*n_i rho_i rho_i*n_i
437 218 95266 10925 2.38165e+06
438 228 99864 10950 2.4966e+06
439 206 90434 10975 2.26085e+06
440 214 94160 11000 2.354e+06
441 214 94374 11025 2.35935e+06
442 217 95914 11050 2.39785e+06
443 231 102333 11075 2.55832e+06
444 202 89688 11100 2.2422e+06
445 212 94340 11125 2.3585e+06
446 208 92768 11150 2.3192e+06
447 206 92082 11175 2.30205e+06
448 230 103040 11200 2.576e+06
449 211 94739 11225 2.36847e+06
450 210 94500 11250 2.3625e+06
451 213 96063 11275 2.40157e+06
452 206 93112 11300 2.3278e+06
453 215 97395 11325 2.43487e+06
454 217 98518 11350 2.46295e+06
455 214 97370 11375 2.43425e+06
456 240 109440 11400 2.736e+06
457 223 101911 11425 2.54777e+06
458 251 114958 11450 2.87395e+06
459 226 103734 11475 2.59335e+06
460 218 100280 11500 2.507e+06
461 209 96349 11525 2.40872e+06
462 234 108108 11550 2.7027e+06
463 223 103249 11575 2.58122e+06
464 226 104864 11600 2.6216e+06
465 193 89745 11625 2.24362e+06
466 188 87608 11650 2.1902e+06
467 194 90598 11675 2.26495e+06
468 221 103428 11700 2.5857e+06
469 177 83013 11725 2.07532e+06
470 222 104340 11750 2.6085e+06
471 189 89019 11775 2.22547e+06
472 191 90152 11800 2.2538e+06
473 207 97911 11825 2.44777e+06
474 187 88638 11850 2.21595e+06
475 182 86450 11875 2.16125e+06
476 215 102340 11900 2.5585e+06
477 181 86337 11925 2.15842e+06
478 195 93210 11950 2.33025e+06
479 204 97716 11975 2.4429e+06
480 200 96000 12000 2.4e+06
481 199 95719 12025 2.39297e+06
482 214 103148 12050 2.5787e+06
483 214 103362 12075 2.58405e+06
484 191 92444 12100 2.3111e+06
485 177 85845 12125 2.14612e+06
486 215 104490 12150 2.61225e+06
487 199 96913 12175 2.42282e+06
488 193 94184 12200 2.3546e+06
489 191 93399 12225 2.33497e+06
490 171 83790 12250 2.09475e+06
491 204 100164 12275 2.5041e+06
492 168 82656 12300 2.0664e+06
493 177 87261 12325 2.18152e+06
494 232 114608 12350 2.8652e+06
495 191 94545 12375 2.36362e+06
496 183 90768 12400 2.2692e+06
497 177 87969 12425 2.19922e+06
498 187 93126 12450 2.32815e+06
499 193 96307 12475 2.40767e+06
500 192 96000 12500 2.4e+06
501 207 103707 12525 2.59267e+06
502 190 95380 12550 2.3845e+06
503 184 92552 12575 2.3138e+06
504 202 101808 12600 2.5452e+06
505 157 79285 12625 1.98212e+06
506 216 109296 12650 2.7324e+06
507 199 100893 12675 2.52232e+06
508 204 103632 12700 2.5908e+06
509 202 102818 12725 2.57045e+06
510 186 94860 12750 2.3715e+06
511 197 100667 12775 2.51667e+06
512 166 84992 12800 2.1248e+06


HISTOGRAM_DE_NIVELES:
Nodos_hoja_analizados: 211024

x_i n_i

6 1711
7 404
8 4247
9 104066
10 100452
11 144


