HISTOGRAM: ../bin/data/AlcoyH_salida.xyz.csv
N_puntos: 20380212
N_nodos: 153205
N_nodos_hoja: 114898
MinRadius: 1.4 m
Area_minima: 7.84 m^2

OBSERVADO: 
N_medio_pts/nodo: 177
__min: 0
__max: 3947
Densidad_media: 22.6246
__min: 0
__max: 503.444

ESTIMADO: 
N_medio_pts/nodo: 59.3776
Densidad_media: 7.57367

x_i n_i x_i*n_i rho_i rho_i*n_i
646 13 8398 82.398 1071.17
647 13 8411 82.5255 1072.83
648 5 3240 82.6531 413.265
649 10 6490 82.7806 827.806
650 9 5850 82.9082 746.173
651 6 3906 83.0357 498.214
652 4 2608 83.1633 332.653
653 10 6530 83.2908 832.908
654 8 5232 83.4184 667.347
655 14 9170 83.5459 1169.64
656 11 7216 83.6735 920.408
657 9 5913 83.801 754.209
658 10 6580 83.9286 839.286
659 17 11203 84.0561 1428.95
660 12 7920 84.1837 1010.2
661 10 6610 84.3112 843.112
662 19 12578 84.4388 1604.34
663 12 7956 84.5663 1014.8
664 7 4648 84.6939 592.857
665 7 4655 84.8214 593.75
666 5 3330 84.949 424.745
667 11 7337 85.0765 935.842
668 14 9352 85.2041 1192.86
669 10 6690 85.3316 853.316
670 7 4690 85.4592 598.214
671 16 10736 85.5867 1369.39
672 7 4704 85.7143 600
673 12 8076 85.8418 1030.1
674 4 2696 85.9694 343.878
675 8 5400 86.0969 688.776
676 16 10816 86.2245 1379.59
677 8 5416 86.352 690.816
678 11 7458 86.4796 951.276
679 11 7469 86.6071 952.679
680 10 6800 86.7347 867.347
681 15 10215 86.8622 1302.93
682 6 4092 86.9898 521.939
683 10 6830 87.1173 871.173
684 8 5472 87.2449 697.959
685 7 4795 87.3725 611.607
686 8 5488 87.5 700
687 7 4809 87.6276 613.393
688 12 8256 87.7551 1053.06
689 10 6890 87.8827 878.827
690 10 6900 88.0102 880.102
691 9 6219 88.1378 793.24
692 8 5536 88.2653 706.122
693 11 7623 88.3929 972.321
694 9 6246 88.5204 796.684
695 9 6255 88.648 797.832
696 13 9048 88.7755 1154.08
697 9 6273 88.9031 800.128
698 10 6980 89.0306 890.306
699 12 8388 89.1582 1069.9
700 11 7700 89.2857 982.143
701 13 9113 89.4133 1162.37
702 11 7722 89.5408 984.949
703 12 8436 89.6684 1076.02
704 7 4928 89.7959 628.571
705 10 7050 89.9235 899.235
706 10 7060 90.051 900.51
707 11 7777 90.1786 991.964
708 8 5664 90.3061 722.449
709 7 4963 90.4337 633.036
710 10 7100 90.5612 905.612
711 12 8532 90.6888 1088.27
712 6 4272 90.8163 544.898
713 14 9982 90.9439 1273.21
714 7 4998 91.0714 637.5
715 8 5720 91.199 729.592
716 2 1432 91.3265 182.653
717 6 4302 91.4541 548.725
718 9 6462 91.5816 824.235
719 12 8628 91.7092 1100.51
720 6 4320 91.8367 551.02
721 11 7931 91.9643 1011.61
722 10 7220 92.0918 920.918
723 6 4338 92.2194 553.316
724 11 7964 92.3469 1015.82
725 13 9425 92.4745 1202.17
726 8 5808 92.602 740.816
727 9 6543 92.7296 834.566
728 7 5096 92.8571 650
729 6 4374 92.9847 557.908
730 15 10950 93.1122 1396.68
731 6 4386 93.2398 559.439
732 7 5124 93.3674 653.571
733 7 5131 93.4949 654.464
734 4 2936 93.6225 374.49
735 12 8820 93.75 1125
736 7 5152 93.8776 657.143
737 8 5896 94.0051 752.041
738 12 8856 94.1327 1129.59
739 6 4434 94.2602 565.561
740 3 2220 94.3878 283.163
741 6 4446 94.5153 567.092
742 8 5936 94.6429 757.143
743 12 8916 94.7704 1137.24
744 5 3720 94.898 474.49
745 5 3725 95.0255 475.128
