HISTOGRAM: ../bin/data/BrionFH_salida.xyz.csv
N_puntos: 42384876
N_nodos: 129797
N_nodos_hoja: 97342
MinRadius: 0.1 m
Area_minima: 0.04 m^2

OBSERVADO: 
N_medio_pts/nodo: 435
__min: 0
__max: 1024
Densidad_media: 10885.6
__min: 0
__max: 25600

ESTIMADO: 
N_medio_pts/nodo: 4.78799
Densidad_media: 119.7

x_i n_i x_i*n_i rho_i rho_i*n_i
567 93 52731 14175 1.31827e+06
568 111 63048 14200 1.5762e+06
569 101 57469 14225 1.43672e+06
570 93 53010 14250 1.32525e+06
571 105 59955 14275 1.49887e+06
572 66 37752 14300 943800
573 86 49278 14325 1.23195e+06
574 79 45346 14350 1.13365e+06
575 75 43125 14375 1.07812e+06
576 92 52992 14400 1.3248e+06
577 90 51930 14425 1.29825e+06
578 75 43350 14450 1.08375e+06
579 62 35898 14475 897450
580 75 43500 14500 1.0875e+06
581 83 48223 14525 1.20557e+06
582 74 43068 14550 1.0767e+06
583 82 47806 14575 1.19515e+06
584 75 43800 14600 1.095e+06
585 84 49140 14625 1.2285e+06
586 83 48638 14650 1.21595e+06
587 76 44612 14675 1.1153e+06
588 58 34104 14700 852600
589 70 41230 14725 1.03075e+06
590 82 48380 14750 1.2095e+06
591 84 49644 14775 1.2411e+06
592 60 35520 14800 888000
593 70 41510 14825 1.03775e+06
594 86 51084 14850 1.2771e+06
595 67 39865 14875 996625
596 70 41720 14900 1.043e+06
597 61 36417 14925 910425
598 86 51428 14950 1.2857e+06
599 60 35940 14975 898500
600 68 40800 15000 1.02e+06
601 75 45075 15025 1.12687e+06
602 79 47558 15050 1.18895e+06
603 63 37989 15075 949725
604 56 33824 15100 845600
605 83 50215 15125 1.25537e+06
606 59 35754 15150 893850
607 69 41883 15175 1.04707e+06
608 68 41344 15200 1.0336e+06
609 60 36540 15225 913500
610 72 43920 15250 1.098e+06
611 76 46436 15275 1.1609e+06
612 72 44064 15300 1.1016e+06
613 60 36780 15325 919500
614 77 47278 15350 1.18195e+06
615 64 39360 15375 984000
616 68 41888 15400 1.0472e+06
617 60 37020 15425 925500
618 66 40788 15450 1.0197e+06
619 50 30950 15475 773750
620 56 34720 15500 868000
621 64 39744 15525 993600
622 66 41052 15550 1.0263e+06
623 67 41741 15575 1.04352e+06
624 65 40560 15600 1.014e+06
625 62 38750 15625 968750
626 56 35056 15650 876400
627 58 36366 15675 909150
628 49 30772 15700 769300
629 56 35224 15725 880600
630 66 41580 15750 1.0395e+06
631 67 42277 15775 1.05692e+06
632 70 44240 15800 1.106e+06
633 51 32283 15825 807075
634 44 27896 15850 697400
635 60 38100 15875 952500
636 40 25440 15900 636000
637 67 42679 15925 1.06697e+06
638 57 36366 15950 909150
639 55 35145 15975 878625
640 52 33280 16000 832000
641 50 32050 16025 801250
642 48 30816 16050 770400
643 53 34079 16075 851975
644 50 32200 16100 805000
645 54 34830 16125 870750
646 47 30362 16150 759050
647 58 37526 16175 938150
648 43 27864 16200 696600
649 52 33748 16225 843700
650 46 29900 16250 747500
651 55 35805 16275 895125
652 43 28036 16300 700900
653 47 30691 16325 767275
654 56 36624 16350 915600
655 53 34715 16375 867875
656 60 39360 16400 984000
657 62 40734 16425 1.01835e+06
658 37 24346 16450 608650
659 53 34927 16475 873175
660 50 33000 16500 825000
661 44 29084 16525 727100
662 49 32438 16550 810950
663 38 25194 16575 629850
664 52 34528 16600 863200
665 52 34580 16625 864500
666 57 37962 16650 949050
667 55 36685 16675 917125
668 38 25384 16700 634600
669 41 27429 16725 685725
670 52 34840 16750 871000
671 51 34221 16775 855525
672 38 25536 16800 638400
673 64 43072 16825 1.0768e+06
674 49 33026 16850 825650
675 34 22950 16875 573750
676 50 33800 16900 845000
677 47 31819 16925 795475
678 44 29832 16950 745800
679 53 35987 16975 899675
680 56 38080 17000 952000
681 57 38817 17025 970425
682 46 31372 17050 784300
683 44 30052 17075 751300
684 44 30096 17100 752400
685 34 23290 17125 582250
686 53 36358 17150 908950
687 48 32976 17175 824400
688 39 26832 17200 670800
689 47 32383 17225 809575
690 51 35190 17250 879750
691 51 35241 17275 881025
692 43 29756 17300 743900
693 42 29106 17325 727650
694 45 31230 17350 780750
695 40 27800 17375 695000
696 36 25056 17400 626400
697 37 25789 17425 644725
698 29 20242 17450 506050
