HISTOGRAM: ../bin/data/ArzuaH_salida.xyz.csv
N_puntos: 40706503
N_nodos: 349525
N_nodos_hoja: 262144
MinRadius: 0.6 m
Area_minima: 1.44 m^2

OBSERVADO: 
N_medio_pts/nodo: 155
__min: 0
__max: 6606
Densidad_media: 107.835
__min: 0
__max: 4587.5

ESTIMADO: 
N_medio_pts/nodo: 58.6185
Densidad_media: 40.7073

x_i n_i x_i*n_i rho_i rho_i*n_i
532 40 21280 369.444 14777.8
533 26 13858 370.139 9623.61
534 37 19758 370.833 13720.8
535 39 20865 371.528 14489.6
536 31 16616 372.222 11538.9
537 42 22554 372.917 15662.5
538 42 22596 373.611 15691.7
539 33 17787 374.306 12352.1
540 50 27000 375 18750
541 31 16771 375.694 11646.5
542 33 17886 376.389 12420.8
543 32 17376 377.083 12066.7
544 41 22304 377.778 15488.9
545 25 13625 378.472 9461.8
546 29 15834 379.167 10995.8
547 28 15316 379.861 10636.1
548 37 20276 380.556 14080.6
549 33 18117 381.25 12581.2
550 26 14300 381.944 9930.55
551 33 18183 382.639 12627.1
552 43 23736 383.333 16483.3
553 34 18802 384.028 13056.9
554 35 19390 384.722 13465.3
555 26 14430 385.417 10020.8
556 27 15012 386.111 10425
557 30 16710 386.806 11604.2
558 22 12276 387.5 8525
559 28 15652 388.194 10869.4
560 27 15120 388.889 10500
561 31 17391 389.583 12077.1
562 30 16860 390.278 11708.3
563 31 17453 390.972 12120.1
564 23 12972 391.667 9008.33
565 27 15255 392.361 10593.7
566 36 20376 393.056 14150
567 26 14742 393.75 10237.5
568 22 12496 394.444 8677.78
569 29 16501 395.139 11459
570 30 17100 395.833 11875
571 39 22269 396.528 15464.6
572 29 16588 397.222 11519.4
573 27 15471 397.917 10743.7
574 28 16072 398.611 11161.1
575 19 10925 399.306 7586.8
576 24 13824 400 9600
577 21 12117 400.694 8414.58
578 35 20230 401.389 14048.6
579 17 9843 402.083 6835.42
580 25 14500 402.778 10069.4
581 25 14525 403.472 10086.8
582 35 20370 404.167 14145.8
583 32 18656 404.861 12955.6
584 29 16936 405.556 11761.1
585 32 18720 406.25 13000
586 26 15236 406.944 10580.6
587 29 17023 407.639 11821.5
588 26 15288 408.333 10616.7
589 24 14136 409.028 9816.67
590 27 15930 409.722 11062.5
591 25 14775 410.417 10260.4
