HISTOGRAM: ../bin/data/BrionUH_salida.xyz.csv
N_puntos: 48024480
N_nodos: 200557
N_nodos_hoja: 150411
MinRadius: 0.6 m
Area_minima: 1.44 m^2

OBSERVADO: 
N_medio_pts/nodo: 319
__min: 0
__max: 1942
Densidad_media: 221.728
__min: 0
__max: 1348.61

ESTIMADO: 
N_medio_pts/nodo: 175.84
Densidad_media: 122.111

x_i n_i x_i*n_i rho_i rho_i*n_i
773 38 29374 536.806 20398.6
774 31 23994 537.5 16662.5
775 25 19375 538.194 13454.9
776 20 15520 538.889 10777.8
777 18 13986 539.583 9712.5
778 33 25674 540.278 17829.2
779 38 29602 540.972 20556.9
780 18 14040 541.667 9750
781 32 24992 542.361 17355.6
782 33 25806 543.056 17920.8
783 25 19575 543.75 13593.7
784 22 17248 544.444 11977.8
785 24 18840 545.139 13083.3
786 22 17292 545.833 12008.3
787 25 19675 546.528 13663.2
788 26 20488 547.222 14227.8
789 27 21303 547.917 14793.7
790 24 18960 548.611 13166.7
791 17 13447 549.306 9338.19
792 22 17424 550 12100
793 17 13481 550.694 9361.8
794 17 13498 551.389 9373.61
795 32 25440 552.083 17666.7
796 21 16716 552.778 11608.3
797 23 18331 553.472 12729.9
798 27 21546 554.167 14962.5
799 17 13583 554.861 9432.64
800 19 15200 555.556 10555.6
801 24 19224 556.25 13350
